SEASON,MATCH_TYPE,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA,FGM_2,FG3M_2,FTM_2,DD,TD,FP,PIE,FG_PCT,FG3_PCT,FT_PCT,MVP,ROY,DPOY,MIP,6MOY,All-NBA-Team,All-Defensive-Team,All-Rookie-Team,All-Star,All-Star-MVP,Finals-MVP,POTW,POTM,ROTM,ROOKIE_SEASON,PPG,RBG,APG,SPG,BPG,TPG,FG3APG,FG3MPG,FTMPG,FTAPG,WIN_PCT,GP_PCT
2002-03,Regular,A.J. Guyton,2062,2,1,1,8.533333333333333,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0,-0.015625,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.024
2002-03,Regular,Aaron McKie,243,80,47,33,2377.6833333333334,721.0,350.0,278.0,131.0,9.0,109.0,286.0,666.0,37.0,112.0,112.0,134.0,286.0,37.0,112.0,1,0,1869.0,5.038948629393462,0.4294,0.3304,0.8358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,9.0,4.4,3.5,1.6,0.1,1.4,1.4,0.5,1.4,1.7,0.588,0.976
2002-03,Regular,Aaron Williams,1425,81,49,32,1601.4,500.0,331.0,88.0,27.0,57.0,85.0,199.0,439.0,0.0,1.0,102.0,130.0,199.0,0.0,102.0,1,0,1196.2,2.432156988076012,0.4533,0.0,0.7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6.2,4.1,1.1,0.3,0.7,1.0,0.0,0.0,1.3,1.6,0.605,0.988
2002-03,Regular,Adam Harrington,2492,19,13,6,109.63333333333333,30.0,8.0,12.0,2.0,1.0,2.0,11.0,37.0,5.0,14.0,3.0,4.0,11.0,5.0,3.0,0,0,64.6,0.0729712773684578,0.2973,0.3571,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.6,0.4,0.6,0.1,0.1,0.1,0.7,0.3,0.2,0.2,0.684,0.232
2002-03,Regular,Adonal Foyle,1502,82,38,44,1786.2666666666669,440.0,490.0,37.0,40.0,205.0,73.0,185.0,345.0,0.0,1.0,70.0,104.0,185.0,0.0,70.0,4,0,1745.5,3.238411557379921,0.5362,0.0,0.6731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5.4,6.0,0.5,0.5,2.5,0.9,0.0,0.0,0.9,1.3,0.463,1.0
2002-03,Regular,Adrian Griffin,1559,74,56,18,1369.9,325.0,264.0,105.0,77.0,6.0,47.0,146.0,337.0,6.0,24.0,27.0,32.0,146.0,6.0,27.0,0,0,1001.3,2.0068335739632315,0.4332,0.25,0.8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.4,3.6,1.4,1.0,0.1,0.6,0.3,0.1,0.4,0.4,0.757,0.902
2002-03,Regular,Al Harrington,1733,82,48,34,2467.7833333333333,1002.0,511.0,125.0,71.0,33.0,163.0,389.0,896.0,13.0,46.0,211.0,274.0,389.0,13.0,211.0,10,0,1951.7,4.0685627231181805,0.4342,0.2826,0.7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12.2,6.2,1.5,0.9,0.4,2.0,0.6,0.2,2.6,3.3,0.585,1.0
2002-03,Regular,Alan Henderson,673,82,35,47,1493.7166666666667,394.0,398.0,41.0,33.0,32.0,61.0,153.0,327.0,0.0,2.0,88.0,138.0,153.0,0.0,88.0,2,0,1067.1,2.3356688429948465,0.4679,0.0,0.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.8,4.9,0.5,0.4,0.4,0.7,0.0,0.0,1.1,1.7,0.427,1.0
2002-03,Regular,Allan Houston,275,82,37,45,3109.8,1845.0,231.0,220.0,54.0,7.0,178.0,652.0,1465.0,178.0,450.0,363.0,395.0,652.0,178.0,363.0,0,0,2457.2,7.076404112237653,0.4451,0.3956,0.919,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,22.5,2.8,2.7,0.7,0.1,2.2,5.5,2.2,4.4,4.8,0.451,1.0
2002-03,Regular,Allen Iverson,947,82,48,34,3484.0666666666666,2262.0,344.0,454.0,225.0,13.0,286.0,804.0,1940.0,84.0,303.0,570.0,736.0,804.0,84.0,570.0,6,0,3783.8,9.795856770020327,0.4144,0.2772,0.7745,0,0,0,0,0,2,0,0,1,0,0,3,0,0,False,27.6,4.2,5.5,2.7,0.2,3.5,3.7,1.0,7.0,9.0,0.585,1.0
2002-03,Regular,Alton Ford,2228,11,3,8,29.183333333333334,7.0,6.0,1.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0,0,13.7,-0.0191182849288234,0.3333,,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.6,0.5,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.3,0.273,0.134
2002-03,Regular,Alvin Williams,1541,78,24,54,2642.333333333333,1027.0,245.0,416.0,111.0,21.0,128.0,396.0,905.0,48.0,146.0,187.0,239.0,396.0,48.0,187.0,2,0,2213.0,6.1798003565646935,0.4376,0.3288,0.7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13.2,3.1,5.3,1.4,0.3,1.6,1.9,0.6,2.4,3.1,0.308,0.951
2002-03,Regular,Amal McCaskill,1043,11,4,7,69.8,11.0,22.0,5.0,3.0,1.0,2.0,4.0,17.0,0.0,0.0,3.0,4.0,4.0,0.0,3.0,0,0,54.9,0.0437342461248802,0.2353,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,2.0,0.5,0.3,0.1,0.2,0.0,0.0,0.3,0.4,0.364,0.134
2002-03,Regular,Amar'e Stoudemire,2405,82,44,38,2569.983333333333,1106.0,721.0,78.0,62.0,87.0,189.0,392.0,830.0,2.0,10.0,320.0,484.0,392.0,2.0,320.0,25,0,2346.2,5.456362139865336,0.4723,0.2,0.6612,0,1,0,0,0,0,0,1,0,0,0,0,0,2,True,13.5,8.8,1.0,0.8,1.1,2.3,0.1,0.0,3.9,5.9,0.537,1.0
2002-03,Regular,Andre Miller,1889,80,27,53,2913.3,1088.0,316.0,537.0,99.0,11.0,206.0,377.0,928.0,23.0,108.0,311.0,391.0,377.0,23.0,311.0,12,1,2396.7,6.344108431861763,0.4062,0.213,0.7954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13.6,4.0,6.7,1.2,0.1,2.6,1.4,0.3,3.9,4.9,0.338,0.976
2002-03,Regular,Andrei Kirilenko,1905,80,46,34,2214.2,963.0,420.0,138.0,118.0,175.0,136.0,315.0,642.0,37.0,114.0,296.0,370.0,315.0,37.0,296.0,4,0,2417.0,6.40292389040566,0.4907,0.3246,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,12.0,5.2,1.7,1.5,2.2,1.7,1.4,0.5,3.7,4.6,0.575,0.976
2002-03,Regular,Andrew DeClercq,692,77,38,39,1329.7,365.0,339.0,52.0,39.0,36.0,84.0,149.0,279.0,0.0,0.0,67.0,104.0,149.0,0.0,67.0,1,0,990.8,1.5641785273438369,0.5341,,0.6442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.7,4.4,0.7,0.5,0.5,1.1,0.0,0.0,0.9,1.4,0.494,0.939
2002-03,Regular,Anfernee Hardaway,358,58,34,24,1776.8333333333333,615.0,258.0,235.0,66.0,26.0,145.0,256.0,573.0,26.0,73.0,77.0,97.0,256.0,26.0,77.0,5,1,1408.1,3.571804431030928,0.4468,0.3562,0.7938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10.6,4.4,4.1,1.1,0.4,2.5,1.3,0.4,1.3,1.7,0.586,0.707
2002-03,Regular,Ansu Sesay,1738,45,21,24,445.31666666666666,94.0,73.0,23.0,14.0,5.0,25.0,41.0,107.0,0.0,0.0,12.0,21.0,41.0,0.0,12.0,0,0,248.1,0.1787110313277271,0.3832,,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2.1,1.6,0.5,0.3,0.1,0.6,0.0,0.0,0.3,0.5,0.467,0.549
2002-03,Regular,Antawn Jamison,1712,82,38,44,3229.333333333333,1822.0,578.0,156.0,76.0,45.0,177.0,691.0,1471.0,65.0,209.0,375.0,475.0,691.0,65.0,375.0,18,0,2935.6,7.847388321217034,0.4697,0.311,0.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,22.2,7.0,1.9,0.9,0.5,2.2,2.5,0.8,4.6,5.8,0.463,1.0
2002-03,Regular,Anthony Carter,1853,49,11,38,913.45,199.0,83.0,203.0,45.0,5.0,81.0,83.0,233.0,0.0,8.0,33.0,50.0,83.0,0.0,33.0,2,0,672.1,1.419376690002664,0.3562,0.0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.1,1.7,4.1,0.9,0.1,1.7,0.2,0.0,0.7,1.0,0.224,0.598
2002-03,Regular,Anthony Goldwire,924,15,9,6,86.3,25.0,6.0,4.0,3.0,0.0,6.0,9.0,25.0,3.0,9.0,4.0,7.0,9.0,3.0,4.0,0,0,41.2,0.0582910533728445,0.36,0.3333,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.7,0.4,0.3,0.2,0.0,0.4,0.6,0.2,0.3,0.5,0.6,0.183
2002-03,Regular,Anthony Johnson,1533,66,41,25,842.8333333333333,270.0,78.0,86.0,37.0,5.0,41.0,103.0,231.0,13.0,35.0,51.0,74.0,103.0,13.0,51.0,0,0,577.6,1.21623521416629,0.4459,0.3714,0.6892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.1,1.2,1.3,0.6,0.1,0.6,0.5,0.2,0.8,1.1,0.621,0.805
2002-03,Regular,Anthony Mason,193,65,33,32,2117.5,466.0,416.0,209.0,32.0,12.0,79.0,191.0,393.0,0.0,1.0,84.0,117.0,191.0,0.0,84.0,8,0,1331.7,3.785308793611993,0.486,0.0,0.7179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7.2,6.4,3.2,0.5,0.2,1.2,0.0,0.0,1.3,1.8,0.508,0.793
2002-03,Regular,Anthony Peeler,324,82,51,31,2243.25,630.0,241.0,244.0,72.0,13.0,82.0,252.0,609.0,87.0,212.0,39.0,50.0,252.0,87.0,39.0,0,0,1458.2,3.4125159941601875,0.4138,0.4104,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7.7,2.9,3.0,0.9,0.2,1.0,2.6,1.1,0.5,0.6,0.622,1.0
2002-03,Regular,Antoine Rigaudeau,2541,11,8,3,89.4,17.0,8.0,6.0,3.0,0.0,6.0,8.0,35.0,1.0,5.0,0.0,0.0,8.0,1.0,0.0,0,0,38.6,-0.0884120826918508,0.2286,0.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1.5,0.7,0.5,0.3,0.0,0.5,0.5,0.1,0.0,0.0,0.727,0.134
2002-03,Regular,Antoine Walker,952,78,42,36,3235.366666666667,1570.0,563.0,373.0,116.0,31.0,260.0,603.0,1554.0,188.0,582.0,176.0,286.0,603.0,188.0,176.0,17,2,2986.1,7.119642405060982,0.388,0.323,0.6154,0,0,0,0,0,0,0,0,1,0,0,2,0,0,False,20.1,7.2,4.8,1.5,0.4,3.3,7.5,2.4,2.3,3.7,0.538,0.951
2002-03,Regular,Antonio Daniels,1498,67,39,28,870.6166666666667,251.0,72.0,85.0,33.0,9.0,32.0,84.0,186.0,18.0,59.0,65.0,76.0,84.0,18.0,65.0,0,0,558.9,1.5451693710361831,0.4516,0.3051,0.8553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.7,1.1,1.3,0.5,0.1,0.5,0.9,0.3,1.0,1.1,0.582,0.817
2002-03,Regular,Antonio Davis,213,53,19,34,1897.75,738.0,437.0,131.0,23.0,62.0,118.0,261.0,641.0,0.0,0.0,216.0,280.0,261.0,0.0,216.0,14,0,1595.9,4.029358307652862,0.4072,,0.7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,13.9,8.2,2.5,0.4,1.2,2.2,0.0,0.0,4.1,5.3,0.358,0.646
2002-03,Regular,Antonio Harvey,176,4,3,1,32.63333333333333,4.0,6.0,0.0,1.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,23.2,-0.0040297396630277,0.4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.0,1.5,0.0,0.2,1.0,0.8,0.0,0.0,0.0,0.0,0.75,0.049
2002-03,Regular,Art Long,1609,26,14,12,209.5833333333333,60.0,60.0,6.0,5.0,11.0,20.0,28.0,75.0,2.0,3.0,2.0,10.0,28.0,2.0,2.0,0,0,169.0,0.1302050411509006,0.3733,0.6667,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2.3,2.3,0.2,0.2,0.4,0.8,0.1,0.1,0.1,0.4,0.538,0.317
2002-03,Regular,Arvydas Sabonis,717,78,48,30,1203.3,476.0,335.0,142.0,61.0,49.0,75.0,172.0,361.0,3.0,6.0,129.0,164.0,172.0,3.0,129.0,1,0,1346.0,3.5323741313901365,0.4765,0.5,0.7866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6.1,4.3,1.8,0.8,0.6,1.0,0.1,0.0,1.7,2.1,0.615,0.951
2002-03,Regular,Austin Croshere,1506,49,29,20,630.85,252.0,155.0,56.0,6.0,13.0,28.0,86.0,209.0,27.0,69.0,53.0,65.0,86.0,27.0,53.0,0,0,551.0,1.6272174655964822,0.4115,0.3913,0.8154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,5.1,3.2,1.1,0.1,0.3,0.6,1.4,0.6,1.1,1.3,0.592,0.598
2002-03,Regular,Avery Johnson,422,48,39,9,427.15,156.0,31.0,64.0,15.0,1.0,29.0,63.0,150.0,0.0,2.0,30.0,39.0,63.0,0.0,30.0,0,0,308.2,0.639478718597722,0.42,0.0,0.7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.2,0.6,1.3,0.3,0.0,0.6,0.0,0.0,0.6,0.8,0.812,0.585
2002-03,Regular,Baron Davis,1884,50,28,22,1893.05,856.0,186.0,320.0,91.0,22.0,140.0,332.0,798.0,99.0,283.0,93.0,131.0,332.0,99.0,93.0,8,0,1758.2,4.472030411458251,0.416,0.3498,0.7099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,17.1,3.7,6.4,1.8,0.4,2.8,5.7,2.0,1.9,2.6,0.56,0.61
2002-03,Regular,Ben Wallace,1112,73,45,28,2871.3166666666666,506.0,1126.0,120.0,104.0,230.0,88.0,210.0,437.0,1.0,6.0,85.0,189.0,210.0,1.0,85.0,17,1,2951.2,9.157956304948874,0.4805,0.1667,0.4497,0,0,1,0,0,2,1,0,1,0,0,1,0,0,False,6.9,15.4,1.6,1.4,3.2,1.2,0.1,0.0,1.2,2.6,0.616,0.89
2002-03,Regular,Bimbo Coles,902,35,7,28,689.8,154.0,59.0,72.0,17.0,4.0,28.0,56.0,168.0,7.0,32.0,35.0,42.0,56.0,7.0,35.0,0,0,367.8,0.6519552373931037,0.3333,0.2188,0.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.4,1.7,2.1,0.5,0.1,0.8,0.9,0.2,1.0,1.2,0.2,0.427
2002-03,Regular,Bo Outlaw,448,80,43,37,1800.2166666666667,378.0,368.0,112.0,50.0,71.0,76.0,153.0,278.0,0.0,2.0,72.0,116.0,153.0,0.0,72.0,1,0,1274.6,2.838230248156679,0.5504,0.0,0.6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.7,4.6,1.4,0.6,0.9,1.0,0.0,0.0,0.9,1.4,0.538,0.976
2002-03,Regular,Bob Sura,682,55,29,26,1130.1,401.0,167.0,177.0,45.0,2.0,82.0,135.0,328.0,28.0,85.0,103.0,148.0,135.0,28.0,103.0,1,0,925.9,1.94163219050964,0.4116,0.3294,0.6959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,7.3,3.0,3.2,0.8,0.0,1.5,1.5,0.5,1.9,2.7,0.527,0.671
2002-03,Regular,Bobby Jackson,1517,59,45,14,1672.95,895.0,219.0,182.0,71.0,3.0,106.0,340.0,732.0,89.0,235.0,126.0,149.0,340.0,89.0,126.0,2,0,1546.8,4.296044380214034,0.4645,0.3787,0.8456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,15.2,3.7,3.1,1.2,0.1,1.8,4.0,1.5,2.1,2.5,0.763,0.72
2002-03,Regular,Bobby Simmons,2250,36,17,19,373.65,120.0,77.0,20.0,10.0,3.0,8.0,44.0,112.0,0.0,5.0,32.0,35.0,44.0,0.0,32.0,0,0,273.4,0.4808013160815773,0.3929,0.0,0.9143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.3,2.1,0.6,0.3,0.1,0.2,0.1,0.0,0.9,1.0,0.472,0.439
2002-03,Regular,Bonzi Wells,1719,75,44,31,2397.233333333333,1138.0,394.0,246.0,123.0,18.0,215.0,437.0,990.0,38.0,130.0,226.0,313.0,437.0,38.0,226.0,5,0,2187.8,5.034906749413143,0.4414,0.2923,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,15.2,5.3,3.3,1.6,0.2,2.9,1.7,0.5,3.0,4.2,0.587,0.915
2002-03,Regular,Bostjan Nachbar,2411,14,7,7,78.16666666666667,29.0,11.0,3.0,2.0,2.0,6.0,11.0,31.0,2.0,10.0,5.0,10.0,11.0,2.0,5.0,0,0,52.7,0.0014870027967979,0.3548,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2.1,0.8,0.2,0.1,0.1,0.4,0.7,0.1,0.4,0.7,0.5,0.171
2002-03,Regular,Brad Miller,1802,73,42,31,2271.0166666666664,955.0,603.0,193.0,65.0,43.0,118.0,329.0,667.0,5.0,16.0,292.0,357.0,329.0,5.0,292.0,27,0,2174.1,6.813761394512033,0.4933,0.3125,0.8179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,13.1,8.3,2.6,0.9,0.6,1.6,0.2,0.1,4.0,4.9,0.575,0.89
2002-03,Regular,Brandon Armstrong,2220,17,11,6,69.61666666666666,24.0,4.0,2.0,3.0,1.0,5.0,9.0,27.0,1.0,6.0,5.0,6.0,9.0,1.0,5.0,0,0,38.8,0.0172891128215309,0.3333,0.1667,0.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.4,0.2,0.1,0.2,0.1,0.3,0.4,0.1,0.3,0.4,0.647,0.207
2002-03,Regular,Brandon Williams,1585,6,2,4,19.933333333333334,2.0,2.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,7.4,-0.0493673864066623,0.1429,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.3,0.3,0.0,0.3,0.0,0.5,0.2,0.0,0.0,0.0,0.333,0.073
2002-03,Regular,Brendan Haywood,2217,81,36,45,1929.45,501.0,404.0,29.0,32.0,119.0,65.0,173.0,339.0,0.0,0.0,155.0,245.0,173.0,0.0,155.0,2,0,1417.3,2.612615954115928,0.5103,,0.6327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6.2,5.0,0.4,0.4,1.5,0.8,0.0,0.0,1.9,3.0,0.444,0.988
2002-03,Regular,Brent Barry,699,75,37,38,2482.15,774.0,301.0,384.0,113.0,15.0,142.0,264.0,577.0,118.0,293.0,128.0,161.0,264.0,118.0,128.0,4,0,1953.2,5.862499772451283,0.4575,0.4027,0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10.3,4.0,5.1,1.5,0.2,1.9,3.9,1.6,1.7,2.1,0.493,0.915
2002-03,Regular,Brevin Knight,1510,55,19,36,928.3166666666666,216.0,81.0,233.0,69.0,2.0,94.0,97.0,228.0,2.0,8.0,20.0,37.0,97.0,2.0,20.0,0,0,781.7,1.3018191066135596,0.4254,0.25,0.5405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.9,1.5,4.2,1.3,0.0,1.7,0.1,0.0,0.4,0.7,0.345,0.671
2002-03,Regular,Brian Cardinal,2073,5,3,2,14.35,4.0,5.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0,0,10.5,0.0270458764696578,0.25,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.8,1.0,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.4,0.6,0.061
2002-03,Regular,Brian Grant,258,82,25,57,2641.5166666666664,846.0,837.0,104.0,63.0,47.0,129.0,344.0,676.0,0.0,0.0,158.0,205.0,344.0,0.0,158.0,31,0,2207.4,7.197165507281239,0.5089,,0.7707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,10.3,10.2,1.3,0.8,0.6,1.6,0.0,0.0,1.9,2.5,0.305,1.0
2002-03,Regular,Brian Scalabrine,2243,59,39,20,721.4499999999999,180.0,141.0,46.0,16.0,18.0,46.0,68.0,169.0,14.0,39.0,30.0,36.0,68.0,14.0,30.0,0,0,474.2,0.9393040954851052,0.4024,0.359,0.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.1,2.4,0.8,0.3,0.3,0.8,0.7,0.2,0.5,0.6,0.661,0.72
2002-03,Regular,Brian Shaw,216,72,44,28,897.6833333333333,250.0,119.0,103.0,32.0,13.0,54.0,101.0,261.0,38.0,109.0,10.0,15.0,101.0,38.0,10.0,0,0,628.3,1.381212793823196,0.387,0.3486,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,3.5,1.7,1.4,0.4,0.2,0.8,1.5,0.5,0.1,0.2,0.611,0.878
2002-03,Regular,Brian Skinner,1730,77,45,32,1384.35,461.0,366.0,19.0,47.0,53.0,62.0,182.0,331.0,0.0,0.0,97.0,161.0,182.0,0.0,97.0,3,0,1166.7,2.6631129326448866,0.5498,,0.6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,6.0,4.8,0.2,0.6,0.7,0.8,0.0,0.0,1.3,2.1,0.584,0.939
2002-03,Regular,Bruce Bowen,1477,82,60,22,2568.45,583.0,239.0,113.0,66.0,42.0,72.0,223.0,479.0,101.0,229.0,36.0,89.0,223.0,101.0,36.0,0,0,1291.3,2.836806561791247,0.4656,0.441,0.4045,0,0,0,0,0,0,2,0,0,0,0,0,0,0,False,7.1,2.9,1.4,0.8,0.5,0.9,2.8,1.2,0.4,1.1,0.732,1.0
2002-03,Regular,Bruno Sundov,1743,26,16,10,138.71666666666667,32.0,28.0,7.0,6.0,3.0,9.0,14.0,56.0,4.0,16.0,0.0,2.0,14.0,4.0,0.0,0,0,94.1,-0.0387958831058201,0.25,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.2,1.1,0.3,0.2,0.1,0.3,0.6,0.2,0.0,0.1,0.615,0.317
2002-03,Regular,Bryce Drew,1724,13,4,9,79.83333333333333,19.0,13.0,11.0,2.0,0.0,3.0,8.0,27.0,3.0,7.0,0.0,0.0,8.0,3.0,0.0,0,0,54.1,0.142849863329585,0.2963,0.4286,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.5,1.0,0.8,0.2,0.0,0.2,0.5,0.2,0.0,0.0,0.308,0.159
2002-03,Regular,Bryon Russell,935,70,31,39,1389.5666666666666,315.0,208.0,72.0,70.0,7.0,55.0,108.0,306.0,46.0,140.0,53.0,69.0,108.0,46.0,53.0,0,0,848.6,1.6752280776462034,0.3529,0.3286,0.7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,4.5,3.0,1.0,1.0,0.1,0.8,2.0,0.7,0.8,1.0,0.443,0.854
2002-03,Regular,Calbert Cheaney,384,81,47,34,2352.9166666666665,700.0,284.0,163.0,65.0,13.0,108.0,325.0,651.0,10.0,25.0,40.0,69.0,325.0,10.0,40.0,0,0,1411.3,3.4446671315030786,0.4992,0.4,0.5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,8.6,3.5,2.0,0.8,0.2,1.3,0.3,0.1,0.5,0.9,0.58,0.988
2002-03,Regular,Calvin Booth,1916,47,20,27,575.35,138.0,109.0,12.0,11.0,33.0,22.0,52.0,119.0,0.0,2.0,34.0,47.0,52.0,0.0,34.0,0,0,396.8,0.6458579865072065,0.437,0.0,0.7234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2.9,2.3,0.3,0.2,0.7,0.5,0.0,0.0,0.7,1.0,0.426,0.573
2002-03,Regular,Carlos Arroyo,2306,44,27,17,283.9,121.0,26.0,53.0,12.0,1.0,30.0,50.0,109.0,3.0,7.0,18.0,22.0,50.0,3.0,18.0,0,0,240.7,0.5629374571144118,0.4587,0.4286,0.8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2.8,0.6,1.2,0.3,0.0,0.7,0.2,0.1,0.4,0.5,0.614,0.537
2002-03,Regular,Carlos Boozer,2430,81,17,64,2047.9666666666667,810.0,609.0,106.0,59.0,50.0,103.0,331.0,618.0,0.0,1.0,148.0,192.0,331.0,0.0,148.0,21,0,1923.8,5.4976991640381145,0.5356,0.0,0.7708,0,0,0,0,0,0,0,2,0,0,0,0,0,1,True,10.0,7.5,1.3,0.7,0.6,1.3,0.0,0.0,1.8,2.4,0.21,0.988
2002-03,Regular,Caron Butler,2406,78,24,54,2855.6666666666665,1201.0,397.0,213.0,137.0,31.0,192.0,429.0,1032.0,34.0,107.0,309.0,375.0,429.0,34.0,309.0,3,0,2308.9,6.050278353381517,0.4157,0.3178,0.824,0,0,0,0,0,0,0,1,0,0,0,0,0,4,True,15.4,5.1,2.7,1.8,0.4,2.5,1.4,0.4,4.0,4.8,0.308,0.951
2002-03,Regular,Casey Jacobsen,2418,72,38,34,1145.2666666666669,368.0,83.0,73.0,35.0,6.0,55.0,122.0,327.0,52.0,165.0,72.0,105.0,122.0,52.0,72.0,0,0,645.1,1.0691182276013662,0.3731,0.3152,0.6857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,5.1,1.2,1.0,0.5,0.1,0.8,2.3,0.7,1.0,1.5,0.528,0.878
2002-03,Regular,Cezary Trybanski,2456,15,3,12,88.31666666666666,14.0,14.0,1.0,0.0,6.0,8.0,5.0,20.0,0.0,0.0,4.0,10.0,5.0,0.0,4.0,0,0,42.3,-0.0893858969169593,0.25,,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.9,0.9,0.1,0.0,0.4,0.5,0.0,0.0,0.3,0.7,0.2,0.183
2002-03,Regular,Charles Oakley,891,42,19,23,515.4166666666666,74.0,107.0,40.0,13.0,6.0,21.0,23.0,55.0,0.0,0.0,28.0,34.0,23.0,0.0,28.0,0,0,298.4,0.4381426504676144,0.4182,,0.8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.8,2.5,1.0,0.3,0.1,0.5,0.0,0.0,0.7,0.8,0.452,0.512
2002-03,Regular,Charles Smith,1520,3,2,1,13.216666666666663,5.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,3.0,4.0,1.0,0.0,3.0,0,0,8.5,-0.0042289066230134,0.25,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1.7,0.0,0.3,0.3,0.0,0.3,0.3,0.0,1.0,1.3,0.667,0.037
