SEASON,MATCH_TYPE,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA,FGM_2,FG3M_2,FTM_2,DD,TD,FP,PIE,FG_PCT,FG3_PCT,FT_PCT,MVP,ROY,DPOY,MIP,6MOY,All-NBA-Team,All-Defensive-Team,All-Rookie-Team,All-Star,All-Star-MVP,Finals-MVP,POTW,POTM,ROTM,ROOKIE_SEASON
1955-56,Finals,Walter Devlin,76561,5,1,4,0.0,59.0,13.0,14.0,0.0,0.0,0.0,26.0,61.0,0.0,0.0,7.0,12.0,26.0,0.0,7.0,0,0,0.0,0.0,0.4262,,0.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Al Ferrari,76708,1,0,1,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,8.0,12.0,4.0,0.0,8.0,0,0,0.0,0.0,0.4,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Alex Hannum,76937,1,0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0,0,0.0,0.0,0.6,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Bill Kenville,77247,1,1,0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0,0,0.0,0.0,0.3333,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Bob Harrison,76962,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,,0.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Bob Pettit,77847,1,0,1,0.0,22.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,0.0,0.0,8.0,13.0,7.0,0.0,8.0,0,0,0.0,0.0,0.3043,,0.6154,1,0,0,0,0,1,0,0,1,1,0,0,0,0,False
1955-56,Play-In,Bob Schafer,78072,1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.3333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Carl Braun,76243,1,0,1,0.0,8.0,7.0,2.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,2.0,1.0,0.0,6.0,0,0,0.0,0.0,0.0833,,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Charlie Share,78125,1,0,1,0.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,9.0,14.0,6.0,0.0,9.0,0,0,0.0,0.0,0.5,,0.6429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Chuck Mencel,77579,1,1,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,0,0,0.0,0.0,0.5,,0.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Clyde Lovellette,77414,1,1,0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,5.0,7.0,6.0,0.0,5.0,0,0,0.0,0.0,0.4286,,0.7143,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Dick Farley,76693,1,1,0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.3333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Dick Garmaker,76783,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Dick McGuire,77537,1,0,1,36.0,4.0,3.0,9.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.2,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Dick Schnittker,78086,1,1,0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,6.0,6.0,4.0,0.0,6.0,0,0,0.0,0.0,0.3077,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Dolph Schayes,78076,1,1,0,0.0,14.0,14.0,5.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,3.0,2.0,5.0,0.0,3.0,1,0,0.0,0.0,0.2941,,1.5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Earl Lloyd,77394,1,1,0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Ed Conlin,76429,1,1,0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,7.0,5.0,2.0,0.0,7.0,0,0,0.0,0.0,0.1667,,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Ed Kalafat,77219,1,1,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0.0,0.0,0.1111,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Gene Shue,78142,1,0,1,12.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0.0,0.0,0.25,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,George King,77268,1,1,0,0.0,11.0,4.0,6.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,6.0,3.0,2.0,0.0,6.0,0,0,0.0,0.0,0.1818,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,George Mikan,600012,1,1,0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,5.0,7.0,4.0,0.0,5.0,0,0,0.0,0.0,0.5714,,0.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Harry Gallatin,76773,1,0,1,0.0,19.0,10.0,1.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,11.0,9.0,4.0,0.0,11.0,1,0,0.0,0.0,0.3333,,1.2222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Jack Coleman,76414,1,0,1,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,2.0,3.0,6.0,0.0,2.0,0,0,0.0,0.0,0.375,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Jack McMahon,77551,1,0,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0,0,0.0,0.0,0.4286,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Jack Stephens,78249,1,0,1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0,0,0.0,0.0,0.2857,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Jim Baechtold,76081,1,0,1,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Jim Tucker,78374,1,1,0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Johnny Kerr,77248,1,1,0,0.0,12.0,5.0,1.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,0.2857,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Ken Sears,78106,1,0,1,0.0,18.0,9.0,3.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,8.0,6.0,5.0,0.0,8.0,0,0,0.0,0.0,0.4545,,1.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Lew Hitch,77032,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Medford Park,77799,1,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0,0,0.0,0.0,1.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Play-In,Nat Clifton,76404,1,0,1,43.0,15.0,11.0,4.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,5.0,3.0,5.0,0.0,5.0,1,0,0.0,0.0,0.3846,,1.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Paul Seymour,78117,1,1,0,0.0,8.0,4.0,6.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,4.0,1.0,0.0,6.0,0,0,0.0,0.0,0.0833,,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Ray Felix,76704,1,0,1,0.0,9.0,13.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,3.0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Red Rocha,77999,1,1,0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0,0,0.0,0.0,0.1333,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Play-In,Slater Martin,77480,1,1,0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,10.0,13.0,9.0,0.0,10.0,0,0,0.0,0.0,0.6,,0.7692,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Vern Mikkelsen,77593,1,1,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,3.0,5.0,4.0,0.0,3.0,0,0,0.0,0.0,0.3333,,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Play-In,Whitey Skoog,78169,1,1,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,0,0,0.0,0.0,0.3333,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Al Ferrari,76708,8,4,4,0.0,118.0,0.0,0.0,0.0,0.0,0.0,32.0,65.0,0.0,0.0,54.0,70.0,24.0,0.0,54.0,0,0,0.0,0.0,0.3692,,0.7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Alex Hannum,76937,8,4,4,0.0,61.0,0.0,0.0,0.0,0.0,0.0,21.0,55.0,0.0,0.0,19.0,35.0,19.0,0.0,19.0,0,0,0.0,0.0,0.3455,,0.5429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Andy Phillip,77853,5,3,2,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,5.0,14.0,3.0,0.0,5.0,0,0,0.0,0.0,0.3,,0.3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Arnie Risen,77967,3,1,2,88.0,37.0,44.0,2.0,0.0,0.0,0.0,12.0,34.0,0.0,0.0,13.0,18.0,12.0,0.0,13.0,2,0,0.0,0.0,0.3529,,0.7222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Bill Kenville,77247,8,4,4,90.0,48.0,17.0,14.0,0.0,0.0,0.0,16.0,45.0,0.0,0.0,16.0,23.0,16.0,0.0,16.0,0,0,0.0,0.0,0.3556,,0.6957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Bill Sharman,78126,3,1,2,119.0,52.0,7.0,12.0,0.0,0.0,0.0,18.0,46.0,0.0,0.0,16.0,17.0,18.0,0.0,16.0,0,0,0.0,0.0,0.3913,,0.9412,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Bob Cousy,600003,3,1,2,124.0,79.0,24.0,26.0,0.0,0.0,0.0,28.0,56.0,0.0,0.0,23.0,24.0,28.0,0.0,23.0,2,0,0.0,0.0,0.5,,0.9583,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Bob Harrison,76962,8,4,4,0.0,66.0,0.0,0.0,0.0,0.0,0.0,27.0,54.0,0.0,0.0,12.0,19.0,18.0,0.0,12.0,0,0,0.0,0.0,0.3333,,0.6316,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Bob Houbregs,77062,5,3,2,0.0,53.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,0.0,0.0,19.0,26.0,16.0,0.0,19.0,0,0,0.0,0.0,0.5714,,0.7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Bob Pettit,77847,8,4,4,0.0,153.0,0.0,0.0,0.0,0.0,0.0,47.0,116.0,0.0,0.0,59.0,71.0,44.0,0.0,59.0,0,0,0.0,0.0,0.3793,,0.831,1,0,0,0,0,1,0,0,1,1,0,0,0,0,False
1955-56,Playoffs,Bob Schafer,78072,5,2,3,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,5.0,6.0,3.0,0.0,5.0,0,0,0.0,0.0,0.15,,0.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Charlie Share,78125,8,4,4,0.0,103.0,0.0,0.0,0.0,0.0,0.0,36.0,55.0,0.0,0.0,31.0,48.0,27.0,0.0,31.0,0,0,0.0,0.0,0.4909,,0.6458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Chuck Cooper,76442,5,3,2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.2308,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Chuck Mencel,77579,3,1,2,0.0,26.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.0,0.0,6.0,7.0,10.0,0.0,6.0,0,0,0.0,0.0,0.5263,,0.8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Chuck Noble,77722,5,3,2,0.0,49.0,0.0,0.0,0.0,0.0,0.0,19.0,41.0,0.0,0.0,11.0,12.0,15.0,0.0,11.0,0,0,0.0,0.0,0.3659,,0.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Clyde Lovellette,77414,3,1,2,0.0,57.0,0.0,0.0,0.0,0.0,0.0,19.0,39.0,0.0,0.0,19.0,32.0,19.0,0.0,19.0,0,0,0.0,0.0,0.4872,,0.5938,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Dick Farley,76693,8,4,4,144.0,87.0,21.0,28.0,0.0,0.0,0.0,34.0,72.0,0.0,0.0,19.0,30.0,34.0,0.0,19.0,0,0,0.0,0.0,0.4722,,0.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Dick Garmaker,76783,3,1,2,0.0,30.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,16.0,17.0,7.0,0.0,16.0,0,0,0.0,0.0,0.3684,,0.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Dick Hemric,76989,3,1,2,54.0,19.0,22.0,1.0,0.0,0.0,0.0,5.0,24.0,0.0,0.0,9.0,16.0,5.0,0.0,9.0,0,0,0.0,0.0,0.2083,,0.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Dick Schnittker,78086,3,1,2,0.0,43.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,0.0,0.0,17.0,20.0,13.0,0.0,17.0,0,0,0.0,0.0,0.5652,,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Dolph Schayes,78076,8,4,4,269.0,177.0,111.0,27.0,0.0,0.0,0.0,52.0,142.0,0.0,0.0,73.0,83.0,52.0,0.0,73.0,6,0,0.0,0.0,0.3662,,0.8795,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Dwight Morrison,77648,3,1,2,23.0,4.0,11.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0,0,0.0,0.0,0.2857,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Earl Lloyd,77394,8,4,4,160.0,65.0,43.0,7.0,0.0,0.0,0.0,26.0,81.0,0.0,0.0,13.0,14.0,26.0,0.0,13.0,0,0,0.0,0.0,0.321,,0.9286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Ed Conlin,76429,8,4,4,175.0,84.0,47.0,9.0,0.0,0.0,0.0,31.0,85.0,0.0,0.0,22.0,39.0,31.0,0.0,22.0,1,0,0.0,0.0,0.3647,,0.5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Ed Kalafat,77219,3,1,2,0.0,33.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,0.0,0.0,15.0,19.0,9.0,0.0,15.0,0,0,0.0,0.0,0.4286,,0.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Ed Macauley,77429,3,1,2,73.0,31.0,15.0,5.0,0.0,0.0,0.0,12.0,30.0,0.0,0.0,7.0,11.0,12.0,0.0,7.0,0,0,0.0,0.0,0.4,,0.6364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Ernie Barrett,76114,3,1,2,43.0,11.0,7.0,4.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,0,0,0.0,0.0,0.3077,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Ernie Beck,76136,5,3,2,87.0,24.0,23.0,13.0,0.0,0.0,0.0,7.0,28.0,0.0,0.0,10.0,15.0,7.0,0.0,10.0,0,0,0.0,0.0,0.25,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Frank Brian,76250,5,3,2,0.0,27.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,7.0,8.0,5.0,0.0,7.0,0,0,0.0,0.0,0.3125,,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,George Dempsey,76555,5,3,2,38.0,23.0,14.0,4.0,0.0,0.0,0.0,7.0,21.0,0.0,0.0,9.0,14.0,7.0,0.0,9.0,0,0,0.0,0.0,0.3333,,0.6429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,George King,77268,8,4,4,285.0,117.0,47.0,60.0,0.0,0.0,0.0,39.0,108.0,0.0,0.0,39.0,49.0,39.0,0.0,39.0,4,1,0.0,0.0,0.3611,,0.7959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,George Mikan,600012,3,1,2,0.0,36.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,0.0,0.0,10.0,13.0,13.0,0.0,10.0,0,0,0.0,0.0,0.3714,,0.7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,George Yardley,78628,5,3,2,0.0,106.0,0.0,0.0,0.0,0.0,0.0,36.0,48.0,0.0,0.0,34.0,49.0,22.0,0.0,34.0,0,0,0.0,0.0,0.4583,,0.6939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Jack Coleman,76414,8,4,4,0.0,110.0,0.0,0.0,0.0,0.0,0.0,44.0,80.0,0.0,0.0,22.0,35.0,30.0,0.0,22.0,0,0,0.0,0.0,0.375,,0.6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Jack George,76800,5,3,2,173.0,68.0,22.0,21.0,0.0,0.0,0.0,25.0,59.0,0.0,0.0,18.0,22.0,25.0,0.0,18.0,0,0,0.0,0.0,0.4237,,0.8182,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Jack McMahon,77551,8,4,4,0.0,43.0,0.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,0.0,5.0,11.0,13.0,0.0,5.0,0,0,0.0,0.0,0.3611,,0.4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Jack Nichols,77713,3,1,2,100.0,41.0,36.0,10.0,0.0,0.0,0.0,16.0,43.0,0.0,0.0,9.0,10.0,16.0,0.0,9.0,1,0,0.0,0.0,0.3721,,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Jack Stephens,78249,8,4,4,0.0,43.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,0.0,0.0,19.0,29.0,11.0,0.0,19.0,0,0,0.0,0.0,0.3333,,0.6552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Jackie Moore,77634,5,3,2,21.0,16.0,12.0,2.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,2.0,6.0,7.0,0.0,2.0,0,0,0.0,0.0,0.4667,,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Jim Loscutoff,77409,3,1,2,89.0,29.0,26.0,4.0,0.0,0.0,0.0,11.0,31.0,0.0,0.0,7.0,9.0,11.0,0.0,7.0,1,0,0.0,0.0,0.3548,,0.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Jim Tucker,78374,6,2,4,57.0,32.0,25.0,2.0,0.0,0.0,0.0,13.0,34.0,0.0,0.0,6.0,8.0,13.0,0.0,6.0,1,0,0.0,0.0,0.3824,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Joe Graboski,76838,5,3,2,133.0,77.0,45.0,11.0,0.0,0.0,0.0,31.0,78.0,0.0,0.0,15.0,19.0,31.0,0.0,15.0,3,0,0.0,0.0,0.3974,,0.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Johnny Kerr,77248,8,4,4,188.0,89.0,68.0,10.0,0.0,0.0,0.0,37.0,77.0,0.0,0.0,15.0,33.0,37.0,0.0,15.0,3,0,0.0,0.0,0.4805,,0.4545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Larry Foust,76744,5,3,2,0.0,71.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,0.0,27.0,34.0,13.0,0.0,27.0,0,0,0.0,0.0,0.3611,,0.7941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Larry Hennessy,76998,3,2,1,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Lew Hitch,77032,3,1,2,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,7.0,10.0,4.0,0.0,7.0,0,0,0.0,0.0,0.3077,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Medford Park,77799,6,3,3,0.0,38.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,24.0,32.0,4.0,0.0,24.0,0,0,0.0,0.0,0.2105,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1955-56,Playoffs,Mel Hutchins,77089,5,3,2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0,0.0,0.0,12.0,21.0,7.0,0.0,12.0,0,0,0.0,0.0,0.2188,,0.5714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Neil Johnston,77169,5,3,2,175.0,135.0,88.0,32.0,0.0,0.0,0.0,46.0,101.0,0.0,0.0,43.0,56.0,46.0,0.0,43.0,5,0,0.0,0.0,0.4554,,0.7679,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Odie Spears,78225,5,3,2,0.0,40.0,0.0,0.0,0.0,0.0,0.0,14.0,30.0,0.0,0.0,12.0,21.0,10.0,0.0,12.0,0,0,0.0,0.0,0.3333,,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Paul Arizin,76056,5,3,2,172.0,151.0,44.0,15.0,0.0,0.0,0.0,48.0,91.0,0.0,0.0,55.0,67.0,48.0,0.0,55.0,2,0,0.0,0.0,0.5275,,0.8209,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Paul Seymour,78117,7,4,3,153.0,46.0,11.0,18.0,0.0,0.0,0.0,16.0,55.0,0.0,0.0,14.0,20.0,16.0,0.0,14.0,0,0,0.0,0.0,0.2909,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Red Rocha,77999,8,4,4,159.0,68.0,52.0,15.0,0.0,0.0,0.0,23.0,69.0,0.0,0.0,22.0,26.0,23.0,0.0,22.0,0,0,0.0,0.0,0.3333,,0.8462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Slater Martin,77480,3,1,2,0.0,54.0,0.0,0.0,0.0,0.0,0.0,17.0,37.0,0.0,0.0,20.0,24.0,17.0,0.0,20.0,0,0,0.0,0.0,0.4595,,0.8333,0,0,0,0,0,2,0,0,1,0,0,0,0,0,False
1955-56,Playoffs,Togo Palazzi,77791,2,1,1,7.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1955-56,Playoffs,Tom Gola,76828,5,3,2,133.0,54.0,51.0,28.0,0.0,0.0,0.0,13.0,42.0,0.0,0.0,28.0,35.0,13.0,0.0,28.0,1,1,0.0,0.0,0.3095,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
