SEASON,MATCH_TYPE,PLAYER_NAME,PLAYER_ID,GP,W,L,MIN,PTS,REB,AST,STL,BLK,TO,FGM,FGA,FG3M,FG3A,FTM,FTA,FGM_2,FG3M_2,FTM_2,DD,TD,FP,PIE,FG_PCT,FG3_PCT,FT_PCT,MVP,ROY,DPOY,MIP,6MOY,All-NBA-Team,All-Defensive-Team,All-Rookie-Team,All-Star,All-Star-MVP,Finals-MVP,POTW,POTM,ROTM,ROOKIE_SEASON
1946-47,Finals,Alexander Rosenberg,78017,5,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Angelo Musi,77677,5,4,1,0.0,47.0,0.0,1.0,0.0,0.0,0.0,21.0,74.0,0.0,0.0,5.0,12.0,20.0,0.0,5.0,0,0,0.0,0.0,0.2703,,0.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Art Hillhouse,77027,5,4,1,0.0,38.0,0.0,5.0,0.0,0.0,0.0,11.0,30.0,0.0,0.0,16.0,19.0,8.0,0.0,16.0,0,0,0.0,0.0,0.2667,,0.8421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Bill Davis,76538,5,1,4,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0,0,0.0,0.0,0.1818,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Chet Carlisle,76341,4,0,4,0.0,39.0,0.0,2.0,0.0,0.0,0.0,15.0,47.0,0.0,0.0,9.0,13.0,14.0,0.0,9.0,0,0,0.0,0.0,0.2979,,0.6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Chuck Gilmur,76818,5,1,4,0.0,34.0,0.0,1.0,0.0,0.0,0.0,16.0,46.0,0.0,0.0,2.0,3.0,14.0,0.0,2.0,0,0,0.0,0.0,0.3043,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Chuck Halbert,76918,5,1,4,0.0,72.0,0.0,2.0,0.0,0.0,0.0,22.0,98.0,0.0,0.0,28.0,52.0,20.0,0.0,28.0,0,0,0.0,0.0,0.2041,,0.5385,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True
1946-47,Finals,Don Carlson,76344,5,1,4,0.0,62.0,0.0,2.0,0.0,0.0,0.0,24.0,65.0,0.0,0.0,14.0,18.0,19.0,0.0,14.0,0,0,0.0,0.0,0.2923,,0.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Doyle Parrack,77803,3,0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0,0,0.0,0.0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,George Senesky,78115,5,4,1,0.0,57.0,0.0,4.0,0.0,0.0,0.0,21.0,54.0,0.0,0.0,15.0,18.0,16.0,0.0,15.0,0,0,0.0,0.0,0.2963,,0.8333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Howie Dallmar,76498,5,4,1,0.0,43.0,0.0,10.0,0.0,0.0,0.0,14.0,46.0,0.0,0.0,15.0,19.0,13.0,0.0,15.0,0,0,0.0,0.0,0.2826,,0.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Jerry Fleishman,76721,5,4,1,0.0,39.0,0.0,4.0,0.0,0.0,0.0,16.0,40.0,0.0,0.0,7.0,9.0,11.0,0.0,7.0,0,0,0.0,0.0,0.275,,0.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Jerry Rullo,78043,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Jim Seminoff,78114,5,1,4,0.0,52.0,0.0,5.0,0.0,0.0,0.0,22.0,64.0,0.0,0.0,8.0,11.0,16.0,0.0,8.0,0,0,0.0,0.0,0.25,,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Joe Fulks,76764,5,4,1,0.0,131.0,0.0,1.0,0.0,0.0,0.0,44.0,110.0,0.0,0.0,43.0,58.0,35.0,0.0,43.0,0,0,0.0,0.0,0.3182,,0.7414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1946-47,Finals,Matt Guokas,76909,4,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Max Zaslofsky,78638,5,1,4,0.0,50.0,0.0,1.0,0.0,0.0,0.0,22.0,65.0,0.0,0.0,6.0,11.0,16.0,0.0,6.0,0,0,0.0,0.0,0.2462,,0.5455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1946-47,Finals,Mickey Rottner,78024,4,1,3,0.0,8.0,0.0,2.0,0.0,0.0,0.0,4.0,26.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0,0,0.0,0.0,0.1154,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Ralph Kaplowitz,77221,5,4,1,0.0,44.0,0.0,5.0,0.0,0.0,0.0,14.0,50.0,0.0,0.0,16.0,21.0,11.0,0.0,16.0,0,0,0.0,0.0,0.22,,0.7619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Tony Jaros,77123,5,1,4,0.0,33.0,0.0,4.0,0.0,0.0,0.0,9.0,37.0,0.0,0.0,15.0,19.0,8.0,0.0,15.0,0,0,0.0,0.0,0.2162,,0.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Finals,Wilbert Kautz,77228,5,1,4,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,0.0,1.0,3.0,6.0,0.0,1.0,0,0,0.0,0.0,0.2609,,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Alexander Rosenberg,78017,4,3,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Angelo Musi,77677,5,4,1,0.0,70.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,0.0,0.0,16.0,17.0,8.0,0.0,16.0,0,0,0.0,0.0,0.2581,,0.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Art Hillhouse,77027,5,4,1,0.0,49.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,0.0,0.0,23.0,28.0,3.0,0.0,23.0,0,0,0.0,0.0,0.1667,,0.8214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Aubrey Davis,76515,3,1,2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0,0,0.0,0.0,0.4,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Audley Brindley,76255,3,1,2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,0,0,0.0,0.0,,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Belus Smawley,78176,3,1,2,0.0,52.0,0.0,0.0,0.0,0.0,0.0,23.0,50.0,0.0,0.0,6.0,11.0,18.0,0.0,6.0,0,0,0.0,0.0,0.36,,0.5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Ben Scharnus,78073,3,1,2,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,5.0,0,0,0.0,0.0,,,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Bill Davis,76538,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Bob Doll,76582,3,1,2,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,0.0,0.0,8.0,12.0,4.0,0.0,8.0,0,0,0.0,0.0,0.1379,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Bob Faught,76696,3,1,2,0.0,25.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0,0,0.0,0.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Bob Feerick,76698,6,2,4,0.0,90.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,20.0,27.0,0.0,0.0,20.0,0,0,0.0,0.0,,,0.7407,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Bob Fitzgerald,76720,5,2,3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,0,0,0.0,0.0,,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Bob Gantt,76776,3,0,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Butch Van Breda Kolff,78401,5,2,3,0.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,7.0,0,0,0.0,0.0,,,0.6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Cecil Hankins,76935,2,1,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0,0,0.0,0.0,0.5,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Chet Carlisle,76341,6,4,2,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,7.0,0,0,0.0,0.0,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Chuck Gilmur,76818,6,4,2,0.0,28.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,4.0,0,0,0.0,0.0,,,0.4444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Chuck Halbert,76918,6,4,2,0.0,83.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,27.0,38.0,0.0,0.0,27.0,0,0,0.0,0.0,,,0.7105,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Deb Smith,78182,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Don Carlson,76344,6,4,2,0.0,73.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,13.0,27.0,0.0,0.0,13.0,0,0,0.0,0.0,,,0.4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Don Martin,77473,3,1,2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0,0,0.0,0.0,0.0556,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Don Putman,77891,3,1,2,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,1.0,4.0,6.0,0.0,1.0,0,0,0.0,0.0,0.3158,,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Doyle Parrack,77803,4,2,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Ed Sadowski,78050,3,1,2,0.0,71.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,27.0,35.0,0.0,0.0,27.0,0,0,0.0,0.0,,,0.7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Francis O'Grady,77750,6,2,4,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0,0,0.0,0.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Freddie Scolari,78094,6,2,4,0.0,71.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,27.0,34.0,0.0,0.0,27.0,0,0,0.0,0.0,,,0.7941,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Frido Frey,76757,5,2,3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,4.0,0,0,0.0,0.0,,,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,George Munroe,77665,3,1,2,0.0,34.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,4.0,6.0,8.0,0.0,4.0,0,0,0.0,0.0,0.4,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,George Nostrand,77734,3,1,2,0.0,33.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,5.0,0,0,0.0,0.0,,,0.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,George Senesky,78115,5,4,1,0.0,52.0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,0.0,0.0,6.0,8.0,10.0,0.0,6.0,0,0,0.0,0.0,0.303,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Giff Roux,78026,3,1,2,0.0,22.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0,0,0.0,0.0,0.3846,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Hank Lefkowitz,77367,3,1,2,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Herschel Baltimore,76092,3,1,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.1667,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Horace McKinney,77546,6,2,4,0.0,58.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,22.0,32.0,0.0,0.0,22.0,0,0,0.0,0.0,,,0.6875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Howie Dallmar,76498,5,4,1,0.0,39.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,15.0,20.0,4.0,0.0,15.0,0,0,0.0,0.0,0.1905,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Irv Torgoff,78357,6,2,4,0.0,39.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,19.0,0.0,0.0,13.0,0,0,0.0,0.0,,,0.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Jerry Fleishman,76721,4,3,1,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,6.0,9.0,1.0,0.0,6.0,0,0,0.0,0.0,0.2,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Jerry Rullo,78043,4,3,1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Jim Seminoff,78114,6,4,2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,5.0,0,0,0.0,0.0,,,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Joe Fulks,76764,5,4,1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,30.0,44.0,0.0,0.0,30.0,36.0,10.0,0.0,30.0,0,0,0.0,0.0,0.2273,,0.8333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,John Mahnken,77443,6,2,4,0.0,62.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,16.0,0,0,0.0,0.0,,,0.8889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,John Palmer,77793,5,2,3,0.0,78.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,12.0,0,0,0.0,0.0,,,0.7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Johnny Logan,77403,3,1,2,0.0,31.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,11.0,15.0,4.0,0.0,11.0,0,0,0.0,0.0,0.16,,0.7333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Johnny Norlander,77728,6,2,4,0.0,41.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,13.0,0,0,0.0,0.0,,,0.7647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Kenny Sailors,78051,2,1,1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0,0,0.0,0.0,,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Lee Knorek,77291,5,2,3,0.0,53.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,11.0,19.0,0.0,0.0,11.0,0,0,0.0,0.0,,,0.5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Leo Gottlieb,76836,4,1,3,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,4.0,0,0,0.0,0.0,,,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Marion Cluggish,76408,5,2,3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Marty Passaglia,77806,6,2,4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0.0,0.0,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Matt Guokas,76909,4,3,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Max Zaslofsky,78638,6,4,2,0.0,101.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,23.0,29.0,0.0,0.0,23.0,0,0,0.0,0.0,,,0.7931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Mel Riebe,77958,3,1,2,0.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,0,0,0.0,0.0,,,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Mickey Rottner,78024,5,4,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,0.0,0.0,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Nick Shaback,78118,3,1,2,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0,0,0.0,0.0,,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Ralph Kaplowitz,77221,5,4,1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,7.0,7.0,5.0,0.0,7.0,0,0,0.0,0.0,0.25,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Ray Wertis,78494,3,1,2,0.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,0,0,0.0,0.0,,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Sidney Hertzberg,77011,5,2,3,0.0,36.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,6.0,0,0,0.0,0.0,,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Stan Stutz,78276,5,2,3,0.0,84.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0,33.0,0.0,0.0,28.0,0,0,0.0,0.0,,,0.8485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Tommy Byrnes,76322,5,2,3,0.0,24.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0,0,0.0,0.0,,,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Tony Jaros,77123,6,4,2,0.0,69.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,7.0,0,0,0.0,0.0,,,0.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Playoffs,Wilbert Kautz,77228,4,2,2,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0,0,0.0,0.0,,,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Adolph Hoefer,77035,58,26,32,0.0,349.0,0.0,0.0,0.0,0.0,0.0,130.0,19.0,0.0,0.0,89.0,72.0,2.0,0.0,45.0,0,0,0.0,0.0,0.1053,,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Al Brightman,76254,57,22,35,0.0,566.0,0.0,0.0,0.0,0.0,0.0,222.0,33.0,0.0,0.0,122.0,93.0,9.0,0.0,63.0,0,0,0.0,0.0,0.2727,,0.6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Al Lujack,77423,5,4,1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Al Negratti,77698,11,8,3,0.0,30.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0,0,0.0,0.0,,,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Alexander Rosenberg,78017,49,28,21,0.0,150.0,0.0,0.0,0.0,0.0,0.0,60.0,9.0,0.0,0.0,30.0,36.0,2.0,0.0,23.0,0,0,0.0,0.0,0.2222,,0.6389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Angelo Musi,77677,60,34,26,0.0,564.0,0.0,0.0,0.0,0.0,0.0,230.0,55.0,0.0,0.0,104.0,95.0,19.0,0.0,78.0,0,0,0.0,0.0,0.3455,,0.8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Ariel Maughan,77485,58,19,39,0.0,524.0,0.0,0.0,0.0,0.0,0.0,220.0,45.0,0.0,0.0,84.0,68.0,10.0,0.0,51.0,0,0,0.0,0.0,0.2222,,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Armand Cure,76489,10,7,3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0,0,0.0,0.0,,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Art Hillhouse,77027,60,34,26,0.0,354.0,0.0,0.0,0.0,0.0,0.0,118.0,15.0,0.0,0.0,118.0,119.0,5.0,0.0,84.0,0,0,0.0,0.0,0.3333,,0.7059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Art Spector,78226,54,21,33,0.0,329.0,0.0,0.0,0.0,0.0,0.0,123.0,11.0,0.0,0.0,83.0,54.0,2.0,0.0,33.0,0,0,0.0,0.0,0.1818,,0.6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Art Stolkey,78266,23,8,15,0.0,104.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,30.0,26.0,0.0,0.0,14.0,0,0,0.0,0.0,,,0.5385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Aubrey Davis,76515,58,36,22,0.0,282.0,0.0,0.0,0.0,0.0,0.0,105.0,140.0,0.0,0.0,72.0,88.0,32.0,0.0,55.0,0,0,0.0,0.0,0.2286,,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Audley Brindley,76255,9,2,7,0.0,34.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0,0,0.0,0.0,0.3333,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
1946-47,Regular,Belus Smawley,78176,22,11,11,0.0,264.0,0.0,0.0,0.0,0.0,0.0,114.0,127.0,0.0,0.0,36.0,40.0,40.0,0.0,32.0,0,0,0.0,0.0,0.315,,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
